home_team,away_team,toss_won,decision,winner,venue_name,home_captain,away_captain,reserve_umpire,away_team_win_percentage,home_playx1_1,home_playx1_2,home_playx1_3,home_playx1_4,home_playx1_5,home_playx1_6,home_playx1_7,home_playx1_8,home_playx1_9,home_playx1_10,home_playx1_11,away_playx1_1,away_playx1_2,away_playx1_3,away_playx1_4,away_playx1_5,away_playx1_6,away_playx1_7,away_playx1_8,away_playx1_9,away_playx1_10,away_playx1_11,home_key_batsman_1,home_key_batsman_2,home_key_bowler_1,home_key_bowler_2,away_key_batsman_1,away_key_batsman_2,away_key_bowler_1,away_key_bowler_2
RCB,KXIP,5,0,11,15,Anil Kumble,Kumar Sangakkara,14,46,Manish Pandey (BT),Jacques Kallis (AR),Robin Uthappa (BT),Virat Kohli (BT),Rahul Dravid (BT),Eoin Morgan (BT),Mark Boucher (WK),Praveen Kumar (BL),Anil Kumble (UKN),Dale Steyn (BL),Vinay Kumar (BL),Ravi Bopara (BT),Manvinder  Bisla (UKN),Yuvraj Singh (BT),Mahela Jayawardene (BT),Irfan Pathan (AR),Kumar Sangakkara (WK),Mohammad Kaif (BT),Piyush Chawla (AR),Bipul Sharma (AR),Yusuf Abdulla (BL),Sreesanth (BL),Jacques Kallis,Robin Uthappa,Dale Steyn,Jacques Kallis,Ravi Bopara,Manvinder  Bisla,Piyush Chawla,Bipul Sharma
KKR,CSK,0,0,0,9,Sourav Ganguly,MS Dhoni,36,57,Brad Hodge (BT),Manoj Tiwary (BT),Sourav Ganguly (UKN),Wriddhiman Saha (WK),Owais Shah (BT),Angelo Mathews (AR),Laxmi Shukla (AR),Rohan Gavaskar (UKN),Shane Bond (BL),Murali Kartik (BL),Ishant Sharma (BL),Murali Vijay (BT),Matthew Hayden (BT),Suresh Raina (BT),S Badrinath (BT),MS Dhoni (WK),Justin Kemp (UKN),Albie Morkel (AR),Ravichandran Ashwin (AR),Lakshmipathy Balaji (BL),Muttiah Muralitharan (BL),Manpreet Gony (BL),Wriddhiman Saha,Murali Kartik,Brad Hodge,Laxmi Shukla,MS Dhoni,S Badrinath,Justin Kemp,Lakshmipathy Balaji
DC,MI,1,1,8,0,Gautam Gambhir,Sachin Tendulkar,4,0,Tillakaratne Dilshan (AR),Virender Sehwag (BT),AB de Villiers (BT),Farveez Maharoof (AR),Dinesh Karthik (WK),Mithun Manhas (AR),Amit Mishra (BL),Pradeep Sangwan (BL),Sarabjit Ladda (BL),Dirk Nannes (BL),Gautam Gambhir (BT),Sanath Jayasuriya (AR),Sachin Tendulkar (BT),Aditya Tare (WK),Saurabh Tiwary (BT),Ambati Rayudu (BT),Kieron Pollard (AR),Dwayne Bravo (AR),Rajagopal Sathish (AR),Harbhajan Singh (BL),Zaheer Khan (BL),Lasith Malinga (BL),Farveez Maharoof,Virender Sehwag,Sarabjit Ladda,Farveez Maharoof,Sachin Tendulkar,Saurabh Tiwary,Sanath Jayasuriya,Dwayne Bravo
RCB,RR,10,1,11,15,Anil Kumble,Shane Warne,14,46,Manish Pandey (BT),Jacques Kallis (AR),Robin Uthappa (BT),Virat Kohli (BT),Rahul Dravid (BT),Eoin Morgan (BT),Mark Boucher (WK),Praveen Kumar (BL),Anil Kumble (UKN),Dale Steyn (BL),Vinay Kumar (BL),Naman Ojha (WK),Michael Lumb (BT),Damien Martyn (BT),Abhishek Jhunjhunwala (BT),Yusuf Pathan (AR),Paras Dogra (BT),Sumit Narwal (AR),Shane Warne (BL),Morne Morkel (BL),Munaf Patel (BL),Siddharth Trivedi (BL),Jacques Kallis,Manish Pandey,Anil Kumble,Praveen Kumar,Yusuf Pathan,Damien Martyn,Shane Warne,Munaf Patel
DC,CSK,1,0,0,0,Dinesh Karthik,Suresh Raina,4,57,David Warner (BT),Virender Sehwag (BT),Tillakaratne Dilshan (AR),Dinesh Karthik (WK),AB de Villiers (BT),Mithun Manhas (AR),Rajat Bhatia (AR),Amit Mishra (BL),Pradeep Sangwan (BL),Dirk Nannes (BL),Umesh Yadav (BL),Parthiv Patel (WK),Matthew Hayden (BT),S Badrinath (BT),Suresh Raina (BT),Albie Morkel (AR),Justin Kemp (UKN),Murali Vijay (BT),Ravichandran Ashwin (AR),Lakshmipathy Balaji (BL),Muttiah Muralitharan (BL),Joginder Sharma (AR),Virender Sehwag,Mithun Manhas,Dirk Nannes,Amit Mishra,Matthew Hayden,Suresh Raina,Muttiah Muralitharan,Lakshmipathy Balaji
SRH,KXIP,5,1,14,1,Adam Gilchrist,Kumar Sangakkara,6,57,Adam Gilchrist (WK),VVS Laxman (BT),Herschelle Gibbs (UKN),Andrew Symonds (AR),Rohit Sharma (BT),Anirudh Singh (UKN),Tirumalasetti Suman (BT),Chaminda Vaas (UKN),Jaskaran Singh (BL),RP Singh (BL),Pragyan Ojha (BL),Ravi Bopara (BT),Manvinder  Bisla (UKN),Kumar Sangakkara (WK),Yuvraj Singh (BT),Mahela Jayawardene (BT),Adrian Barath (BT),Irfan Pathan (AR),Piyush Chawla (AR),Bipul Sharma (AR),Sreesanth (BL),Shalabh Srivastava (BL),Andrew Symonds,Adam Gilchrist,Chaminda Vaas,Jaskaran Singh,Irfan Pathan,Ravi Bopara,Yuvraj Singh,Irfan Pathan
RR,KKR,12,0,13,24,Shane Warne,Sourav Ganguly,43,0,Michael Lumb (BT),Naman Ojha (WK),Faiz Fazal (BT),Abhishek Jhunjhunwala (BT),Yusuf Pathan (AR),Adam Voges (BT),Paras Dogra (BT),Shane Warne (BL),Munaf Patel (BL),Siddharth Trivedi (BL),Shaun Tait (BL),Manoj Tiwary (BT),Brad Hodge (BT),Cheteshwar Pujara (BT),Sourav Ganguly (UKN),Owais Shah (BT),Angelo Mathews (AR),Wriddhiman Saha (WK),Murali Kartik (BL),Ashok Dinda (BL),Shane Bond (BL),Ishant Sharma (BL),Abhishek Jhunjhunwala,Adam Voges,Yusuf Pathan,Munaf Patel,Brad Hodge,Sourav Ganguly,Ashok Dinda,Shane Bond
MI,RCB,8,0,11,2,Sachin Tendulkar,Anil Kumble,42,57,Sanath Jayasuriya (AR),Sachin Tendulkar (BT),Aditya Tare (WK),Saurabh Tiwary (BT),Ambati Rayudu (BT),Dwayne Bravo (AR),Rajagopal Sathish (AR),Kieron Pollard (AR),Harbhajan Singh (BL),Zaheer Khan (BL),Lasith Malinga (BL),Manish Pandey (BT),Jacques Kallis (AR),Robin Uthappa (BT),Virat Kohli (BT),Eoin Morgan (BT),Rahul Dravid (BT),Mark Boucher (WK),Praveen Kumar (BL),Anil Kumble (UKN),Dale Steyn (BL),Vinay Kumar (BL),Saurabh Tiwary,Sachin Tendulkar,Zaheer Khan,Harbhajan Singh,Jacques Kallis,Manish Pandey,Vinay Kumar,Dale Steyn
CSK,KXIP,0,1,0,16,Suresh Raina,Kumar Sangakkara,30,0,Parthiv Patel (WK),Matthew Hayden (BT),Suresh Raina (BT),Murali Vijay (BT),S Badrinath (BT),Albie Morkel (AR),Manpreet Gony (BL),Ravichandran Ashwin (AR),Justin Kemp (UKN),Lakshmipathy Balaji (BL),Muttiah Muralitharan (BL),Ravi Bopara (BT),Irfan Pathan (AR),Kumar Sangakkara (WK),Mahela Jayawardene (BT),Yuvraj Singh (BT),Mohammad Kaif (BT),Manvinder  Bisla (UKN),Piyush Chawla (AR),Rusty Theron (BL),Ramesh Powar (BL),Shalabh Srivastava (BL),Parthiv Patel,Matthew Hayden,Muttiah Muralitharan,Albie Morkel,Yuvraj Singh,Irfan Pathan,Rusty Theron,Yuvraj Singh
MI,KKR,4,0,8,2,Sachin Tendulkar,Sourav Ganguly,55,0,Shikhar Dhawan (BT),Sachin Tendulkar (BT),Saurabh Tiwary (BT),Kieron Pollard (AR),Rajagopal Sathish (AR),Aditya Tare (WK),Dwayne Bravo (AR),Ryan McLaren (AR),Harbhajan Singh (BL),Zaheer Khan (BL),Lasith Malinga (BL),Chris Gayle (AR),Sourav Ganguly (UKN),Owais Shah (BT),Angelo Mathews (AR),Cheteshwar Pujara (BT),Mandeep Singh (AR),Wriddhiman Saha (WK),Murali Kartik (BL),Harpreet Singh (BT),Shane Bond (BL),Ishant Sharma (BL),Sachin Tendulkar,Saurabh Tiwary,Zaheer Khan,Harbhajan Singh,Chris Gayle,Sourav Ganguly,Ishant Sharma,Murali Kartik
RCB,CSK,0,1,11,15,Anil Kumble,Suresh Raina,14,46,Manish Pandey (BT),Jacques Kallis (AR),Rahul Dravid (BT),Robin Uthappa (BT),Virat Kohli (BT),Eoin Morgan (BT),Mark Boucher (WK),Praveen Kumar (BL),Anil Kumble (UKN),Dale Steyn (BL),Vinay Kumar (BL),Parthiv Patel (WK),Matthew Hayden (BT),George Bailey (BT),Suresh Raina (BT),Murali Vijay (BT),S Badrinath (BT),Albie Morkel (AR),Ravichandran Ashwin (AR),Lakshmipathy Balaji (BL),Muttiah Muralitharan (BL),Sudeep Tyagi (BL),Robin Uthappa,Virat Kohli,Vinay Kumar,Anil Kumble,Matthew Hayden,S Badrinath,Muttiah Muralitharan,Albie Morkel
KXIP,RR,5,1,13,22,Kumar Sangakkara,Shane Warne,8,18,Ravi Bopara (BT),Kumar Sangakkara (WK),Manvinder  Bisla (UKN),Yuvraj Singh (BT),Mahela Jayawardene (BT),Irfan Pathan (AR),Mohammad Kaif (BT),Piyush Chawla (AR),Rusty Theron (BL),Sreesanth (BL),Shalabh Srivastava (BL),Michael Lumb (BT),Naman Ojha (WK),Faiz Fazal (BT),Yusuf Pathan (AR),Adam Voges (BT),Paras Dogra (BT),Abhishek Jhunjhunwala (BT),Shane Warne (BL),Munaf Patel (BL),Siddharth Trivedi (BL),Shaun Tait (BL),Manvinder  Bisla,Kumar Sangakkara,Sreesanth,Piyush Chawla,Adam Voges,Faiz Fazal,Shaun Tait,Yusuf Pathan
RCB,DC,10,1,1,15,Anil Kumble,Dinesh Karthik,14,46,Manish Pandey (BT),Jacques Kallis (AR),Robin Uthappa (BT),Rahul Dravid (BT),Eoin Morgan (BT),Virat Kohli (BT),Mark Boucher (WK),Vinay Kumar (BL),Praveen Kumar (BL),Dale Steyn (BL),Anil Kumble (UKN),David Warner (BT),Virender Sehwag (BT),AB de Villiers (BT),Dinesh Karthik (WK),Kedar Jadhav (AR),Andrew McDonald (AR),Mithun Manhas (AR),Amit Mishra (BL),Dirk Nannes (BL),Umesh Yadav (BL),Pradeep Sangwan (BL),Manish Pandey,Virat Kohli,Vinay Kumar,Dale Steyn,Kedar Jadhav,AB de Villiers,Amit Mishra,Andrew McDonald
MI,CSK,8,1,8,2,Sachin Tendulkar,MS Dhoni,42,0,Shikhar Dhawan (BT),Sachin Tendulkar (BT),Saurabh Tiwary (BT),Rajagopal Sathish (AR),Kieron Pollard (AR),Dwayne Bravo (AR),Ryan McLaren (AR),Aditya Tare (WK),Harbhajan Singh (BL),Zaheer Khan (BL),Lasith Malinga (BL),Parthiv Patel (BT),Matthew Hayden (BT),Suresh Raina (BT),S Badrinath (BT),MS Dhoni (WK),Albie Morkel (AR),Thisara Perera (AR),Joginder Sharma (AR),Lakshmipathy Balaji (BL),Muttiah Muralitharan (BL),Shadab Jakati (BL),Sachin Tendulkar,Shikhar Dhawan,Ryan McLaren,Harbhajan Singh,Suresh Raina,S Badrinath,Muttiah Muralitharan,Joginder Sharma
RR,SRH,13,0,13,24,Shane Warne,Adam Gilchrist,43,0,Michael Lumb (BT),Naman Ojha (WK),Yusuf Pathan (AR),Faiz Fazal (BT),Adam Voges (BT),Abhishek Jhunjhunwala (BT),Paras Dogra (BT),Shane Warne (BL),Sumit Narwal (AR),Siddharth Trivedi (BL),Shaun Tait (BL),Adam Gilchrist (WK),VVS Laxman (BT),Herschelle Gibbs (UKN),Andrew Symonds (AR),Rohit Sharma (BT),Tirumalasetti Suman (BT),Venugopal Rao (BT),Chaminda Vaas (UKN),Rahul Sharma (BL),RP Singh (BL),Pragyan Ojha (BL),Yusuf Pathan,Michael Lumb,Shaun Tait,Sumit Narwal,Rohit Sharma,Herschelle Gibbs,Pragyan Ojha,Andrew Symonds
KXIP,KKR,4,0,4,22,Kumar Sangakkara,Sourav Ganguly,8,18,Ravi Bopara (BT),Yuvraj Singh (BT),Manvinder  Bisla (UKN),Kumar Sangakkara (WK),Mahela Jayawardene (BT),Irfan Pathan (AR),Karan Goel (UKN),Brett Lee (BL),Piyush Chawla (AR),Shalabh Srivastava (BL),Vikramjeet Malik (BL),Chris Gayle (AR),Sourav Ganguly (UKN),Mandeep Singh (AR),Manoj Tiwary (BT),David Hussey (AR),Angelo Mathews (AR),Wriddhiman Saha (WK),Shane Bond (BL),Ajit Agarkar (BL),Ashok Dinda (BL),Iqbal Abdulla (AR),Kumar Sangakkara,Yuvraj Singh,Shalabh Srivastava,Irfan Pathan,Manoj Tiwary,Sourav Ganguly,Shane Bond,Ajit Agarkar
RR,CSK,12,0,13,24,Shane Warne,MS Dhoni,43,0,Michael Lumb (BT),Naman Ojha (WK),Faiz Fazal (BT),Yusuf Pathan (AR),Adam Voges (BT),Abhishek Jhunjhunwala (BT),Paras Dogra (BT),Sumit Narwal (AR),Shane Warne (BL),Shaun Tait (BL),Siddharth Trivedi (BL),Murali Vijay (BT),Matthew Hayden (BT),Suresh Raina (BT),MS Dhoni (WK),S Badrinath (BT),Albie Morkel (AR),Arun Karthik (BT),Thilan Thushara (BL),Joginder Sharma (AR),Muttiah Muralitharan (BL),Shadab Jakati (BL),Naman Ojha,Michael Lumb,Shaun Tait,Yusuf Pathan,Murali Vijay,Albie Morkel,Thilan Thushara,Shadab Jakati
SRH,MI,13,1,8,5,Adam Gilchrist,Sachin Tendulkar,42,18,Adam Gilchrist (WK),Mohnish  Mishra (BT),Herschelle Gibbs (UKN),Andrew Symonds (AR),Rohit Sharma (BT),Tirumalasetti Suman (BT),Venugopal Rao (BT),Jaskaran Singh (BL),Kemar Roach (BL),RP Singh (BL),Pragyan Ojha (BL),Shikhar Dhawan (BT),Sachin Tendulkar (BT),Dwayne Bravo (AR),Saurabh Tiwary (BT),Ambati Rayudu (WK),Rajagopal Sathish (AR),Kieron Pollard (AR),Ryan McLaren (AR),Harbhajan Singh (BL),Zaheer Khan (BL),Lasith Malinga (BL),Rohit Sharma,Herschelle Gibbs,RP Singh,Pragyan Ojha,Sachin Tendulkar,Harbhajan Singh,Lasith Malinga,Zaheer Khan
DC,KKR,1,0,1,0,Gautam Gambhir,Sourav Ganguly,4,18,David Warner (BT),Virender Sehwag (BT),Gautam Gambhir (BT),Dinesh Karthik (WK),Paul Collingwood (AR),Kedar Jadhav (AR),Andrew McDonald (AR),Amit Mishra (BL),Dirk Nannes (BL),Umesh Yadav (BL),Rajat Bhatia (AR),Chris Gayle (AR),Sourav Ganguly (UKN),Mandeep Singh (AR),Manoj Tiwary (BT),David Hussey (AR),Angelo Mathews (AR),Wriddhiman Saha (WK),Ajit Agarkar (BL),Murali Kartik (BL),Charl Langeveldt (BL),Ishant Sharma (BL),David Warner,Paul Collingwood,Umesh Yadav,Andrew McDonald,Chris Gayle,David Hussey,Charl Langeveldt,Ishant Sharma
MI,KXIP,8,1,8,2,Sachin Tendulkar,Mahela Jayawardene,55,57,Shikhar Dhawan (BT),Sachin Tendulkar (BT),Kieron Pollard (AR),Saurabh Tiwary (BT),Ambati Rayudu (WK),Dwayne Bravo (AR),Rajagopal Sathish (AR),Harbhajan Singh (BL),Ryan McLaren (AR),Zaheer Khan (BL),Lasith Malinga (BL),Ravi Bopara (BT),Shaun Marsh (BT),Manvinder  Bisla (WK),Mahela Jayawardene (BT),Yuvraj Singh (BT),Irfan Pathan (AR),Brett Lee (BL),Karan Goel (UKN),Piyush Chawla (AR),Vikramjeet Malik (BL),Shalabh Srivastava (BL),Shikhar Dhawan,Saurabh Tiwary,Lasith Malinga,Zaheer Khan,Shaun Marsh,Piyush Chawla,Ravi Bopara,Irfan Pathan
CSK,RCB,10,0,0,16,MS Dhoni,Anil Kumble,12,57,Murali Vijay (BT),Matthew Hayden (BT),Suresh Raina (BT),MS Dhoni (WK),Albie Morkel (AR),S Badrinath (BT),Chandrasekar Ganapathy (UKN),Manpreet Gony (BL),Muttiah Muralitharan (BL),Thilan Thushara (BL),Shadab Jakati (BL),Manish Pandey (BT),Jacques Kallis (AR),Robin Uthappa (WK),Virat Kohli (BT),Kevin Pietersen (BT),Cameron White (BT),Rahul Dravid (BT),Praveen Kumar (BL),Anil Kumble (UKN),Dale Steyn (BL),Vinay Kumar (BL),Murali Vijay,Suresh Raina,Shadab Jakati,Thilan Thushara,Jacques Kallis,Virat Kohli,Anil Kumble,Dale Steyn
DC,RR,1,0,1,0,Gautam Gambhir,Shane Warne,4,33,David Warner (BT),Virender Sehwag (BT),Gautam Gambhir (BT),Paul Collingwood (AR),Kedar Jadhav (AR),Dinesh Karthik (WK),Andrew McDonald (AR),Amit Mishra (BL),Farveez Maharoof (AR),Sarabjit Ladda (BL),Umesh Yadav (BL),Michael Lumb (BT),Naman Ojha (WK),Faiz Fazal (BT),Abhishek Jhunjhunwala (BT),Adam Voges (BT),Yusuf Pathan (AR),Paras Dogra (BT),Shane Warne (BL),Sumit Narwal (AR),Shaun Tait (BL),Siddharth Trivedi (BL),Dinesh Karthik,Gautam Gambhir,Amit Mishra,Farveez Maharoof,Naman Ojha,Yusuf Pathan,Sumit Narwal,Shane Warne
KKR,SRH,4,0,4,9,Sourav Ganguly,Adam Gilchrist,36,0,Sourav Ganguly (UKN),Chris Gayle (AR),Cheteshwar Pujara (BT),Manoj Tiwary (BT),David Hussey (AR),Angelo Mathews (AR),Wriddhiman Saha (WK),Ajit Agarkar (BL),Murali Kartik (BL),Shane Bond (BL),Mohnish Parmar (UKN),Herschelle Gibbs (UKN),Adam Gilchrist (WK),Mohnish  Mishra (BT),Andrew Symonds (AR),Rohit Sharma (BT),Tirumalasetti Suman (BT),Venugopal Rao (BT),Jaskaran Singh (BL),Kemar Roach (BL),Harmeet Singh (BL),Pragyan Ojha (BL),Sourav Ganguly,David Hussey,Angelo Mathews,Chris Gayle,Herschelle Gibbs,Andrew Symonds,Jaskaran Singh,Andrew Symonds
KXIP,RCB,5,0,11,22,Kumar Sangakkara,Anil Kumble,8,0,Shaun Marsh (BT),Manvinder  Bisla (UKN),Kumar Sangakkara (WK),Ravi Bopara (BT),Yuvraj Singh (BT),Irfan Pathan (AR),Brett Lee (BL),Piyush Chawla (AR),Shalabh Srivastava (BL),Bipul Sharma (AR),Sreesanth (BL),Manish Pandey (BT),Jacques Kallis (AR),Kevin Pietersen (BT),Virat Kohli (BT),Robin Uthappa (WK),Cameron White (BT),Rahul Dravid (BT),Praveen Kumar (BL),Anil Kumble (UKN),Vinay Kumar (BL),Dale Steyn (BL),Kumar Sangakkara,Ravi Bopara,Bipul Sharma,Shalabh Srivastava,Kevin Pietersen,Virat Kohli,Dale Steyn,Vinay Kumar
CSK,RR,0,0,0,16,MS Dhoni,Shane Warne,12,33,Murali Vijay (BT),Matthew Hayden (BT),Suresh Raina (BT),Albie Morkel (AR),MS Dhoni (WK),S Badrinath (BT),Srikkanth Anirudha (BT),Muttiah Muralitharan (BL),Shadab Jakati (BL),Doug Bollinger (BL),Sudeep Tyagi (BL),Michael Lumb (BT),Naman Ojha (WK),Yusuf Pathan (AR),Shane Watson (AR),Faiz Fazal (BT),Abhishek Jhunjhunwala (BT),Abhishek Raut (AR),Sumit Narwal (AR),Shrikant Wagh (AR),Shane Warne (BL),Shaun Tait (BL),Murali Vijay,Albie Morkel,Doug Bollinger,Albie Morkel,Naman Ojha,Shane Watson,Shane Watson,Shrikant Wagh
MI,SRH,8,0,8,2,Sachin Tendulkar,Adam Gilchrist,42,57,Shikhar Dhawan (BT),Sachin Tendulkar (BT),Saurabh Tiwary (BT),Dwayne Bravo (AR),Ambati Rayudu (WK),Kieron Pollard (AR),Rajagopal Sathish (AR),Ryan McLaren (AR),Harbhajan Singh (BL),Zaheer Khan (BL),Lasith Malinga (BL),Herschelle Gibbs (UKN),Adam Gilchrist (WK),VVS Laxman (BT),Andrew Symonds (AR),Rohit Sharma (BT),Mohnish  Mishra (BT),Tirumalasetti Suman (BT),Ryan Harris (BL),Rahul Sharma (BL),Jaskaran Singh (BL),Pragyan Ojha (BL),Ambati Rayudu,Saurabh Tiwary,Zaheer Khan,Harbhajan Singh,Andrew Symonds,Adam Gilchrist,Pragyan Ojha,Rahul Sharma
KKR,KXIP,4,0,5,9,Sourav Ganguly,Kumar Sangakkara,36,0,Sourav Ganguly (UKN),Chris Gayle (AR),Manoj Tiwary (BT),Angelo Mathews (AR),David Hussey (AR),Cheteshwar Pujara (BT),Wriddhiman Saha (WK),Ajit Agarkar (BL),Murali Kartik (BL),Shane Bond (BL),Jaydev Unadkat (BL),Manvinder  Bisla (WK),Mahela Jayawardene (BT),Kumar Sangakkara (BT),Yuvraj Singh (BT),Ravi Bopara (BT),Irfan Pathan (AR),Rusty Theron (BL),Piyush Chawla (AR),Shalabh Srivastava (BL),Bipul Sharma (AR),Ramesh Powar (BL),Chris Gayle,Sourav Ganguly,Shane Bond,Murali Kartik,Mahela Jayawardene,Kumar Sangakkara,Rusty Theron,Irfan Pathan
DC,RCB,1,0,1,0,Gautam Gambhir,Anil Kumble,4,0,David Warner (BT),Virender Sehwag (BT),Gautam Gambhir (BT),Paul Collingwood (AR),Dinesh Karthik (WK),Kedar Jadhav (AR),Daniel Vettori (AR),Rajat Bhatia (AR),Amit Mishra (BL),Farveez Maharoof (AR),Pradeep Sangwan (BL),Jacques Kallis (AR),Cameron White (BT),Kevin Pietersen (BT),Robin Uthappa (WK),Ross Taylor (BT),Virat Kohli (BT),Rahul Dravid (BT),Vinay Kumar (BL),Abhimanyu Mithun (BL),Anil Kumble (UKN),KP Appanna (UKN),Paul Collingwood,Virender Sehwag,Pradeep Sangwan,Amit Mishra,Jacques Kallis,Ross Taylor,KP Appanna,Anil Kumble
SRH,RR,12,0,13,33,Adam Gilchrist,Shane Warne,55,46,VVS Laxman (BT),Adam Gilchrist (WK),Rohit Sharma (BT),Andrew Symonds (AR),Anirudh Singh (UKN),Dwayne Smith (AR),Azhar Bilakhia (UKN),Ryan Harris (BL),RP Singh (BL),Harmeet Singh (BL),Pragyan Ojha (BL),Michael Lumb (BT),Naman Ojha (WK),Faiz Fazal (BT),Shane Watson (AR),Yusuf Pathan (AR),Abhishek Jhunjhunwala (BT),Abhishek Raut (AR),Shane Warne (BL),Morne Morkel (BL),Aditya Dole (BL),Siddharth Trivedi (BL),Rohit Sharma,Adam Gilchrist,RP Singh,Harmeet Singh,Shane Watson,Faiz Fazal,Shane Warne,Siddharth Trivedi
CSK,MI,0,0,0,16,MS Dhoni,Sachin Tendulkar,12,18,Murali Vijay (BT),Matthew Hayden (BT),Suresh Raina (BT),MS Dhoni (WK),Michael Hussey (BT),S Badrinath (BT),Ravichandran Ashwin (AR),Shadab Jakati (BL),Doug Bollinger (BL),Sudeep Tyagi (BL),Thilan Thushara (BL),Shikhar Dhawan (BT),Sachin Tendulkar (BT),Saurabh Tiwary (BT),Ambati Rayudu (WK),Dwayne Bravo (AR),Kieron Pollard (AR),Rajagopal Sathish (AR),Ryan McLaren (AR),Harbhajan Singh (BL),Abu Nechim (BL),Lasith Malinga (BL),Matthew Hayden,MS Dhoni,Ravichandran Ashwin,Thilan Thushara,Sachin Tendulkar,Harbhajan Singh,Kieron Pollard,Dwayne Bravo
RR,KXIP,5,0,13,26,Shane Warne,Kumar Sangakkara,15,0,Michael Lumb (BT),Naman Ojha (WK),Yusuf Pathan (AR),Shane Watson (AR),Faiz Fazal (BT),Abhishek Jhunjhunwala (BT),Adam Voges (BT),Abhishek Raut (AR),Shane Warne (BL),Siddharth Trivedi (BL),Aditya Dole (BL),Manvinder  Bisla (WK),Mahela Jayawardene (BT),Kumar Sangakkara (BT),Yuvraj Singh (BT),Irfan Pathan (AR),Ravi Bopara (BT),Piyush Chawla (AR),Bipul Sharma (AR),Rusty Theron (BL),Sreesanth (BL),Ramesh Powar (BL),Michael Lumb,Naman Ojha,Siddharth Trivedi,Aditya Dole,Mahela Jayawardene,Yuvraj Singh,Ravi Bopara,Piyush Chawla
KKR,DC,4,0,4,9,Sourav Ganguly,Gautam Gambhir,36,0,Sourav Ganguly (UKN),Chris Gayle (AR),Brendon McCullum (BT),Manoj Tiwary (BT),Angelo Mathews (AR),Cheteshwar Pujara (BT),Wriddhiman Saha (WK),Ajit Agarkar (BL),Iqbal Abdulla (AR),Ashok Dinda (BL),Ajantha Mendis (BL),David Warner (BT),Virender Sehwag (BT),Gautam Gambhir (BT),Paul Collingwood (AR),Dinesh Karthik (WK),Kedar Jadhav (AR),Farveez Maharoof (AR),Rajat Bhatia (AR),Daniel Vettori (AR),Amit Mishra (BL),Pradeep Sangwan (BL),Sourav Ganguly,Angelo Mathews,Ashok Dinda,Ajantha Mendis,Virender Sehwag,Gautam Gambhir,Daniel Vettori,Rajat Bhatia
RCB,SRH,13,1,14,15,Anil Kumble,Adam Gilchrist,14,18,Manish Pandey (BT),Jacques Kallis (AR),Rahul Dravid (BT),Robin Uthappa (WK),Ross Taylor (BT),Virat Kohli (BT),Cameron White (BT),Praveen Kumar (BL),Vinay Kumar (BL),Anil Kumble (UKN),Dale Steyn (BL),Adam Gilchrist (WK),Mohnish  Mishra (BT),Tirumalasetti Suman (BT),Rohit Sharma (BT),Andrew Symonds (AR),Venugopal Rao (BT),Mitchell Marsh (AR),RP Singh (BL),Pragyan Ojha (BL),Ryan Harris (BL),Harmeet Singh (BL),Jacques Kallis,Virat Kohli,Praveen Kumar,Anil Kumble,Tirumalasetti Suman,Andrew Symonds,Pragyan Ojha,Ryan Harris
KXIP,MI,8,0,5,22,Kumar Sangakkara,Sachin Tendulkar,8,18,Adrian Barath (BT),Mahela Jayawardene (BT),Kumar Sangakkara (WK),Yuvraj Singh (BT),Irfan Pathan (AR),Reetinder Sodhi (UKN),Karan Goel (UKN),Piyush Chawla (AR),Ramesh Powar (BL),Brett Lee (BL),Love Ablish (BL),Shikhar Dhawan (BT),Sachin Tendulkar (BT),Ambati Rayudu (WK),Saurabh Tiwary (BT),Jean-Paul Duminy (AR),Rajagopal Sathish (AR),Kieron Pollard (AR),Harbhajan Singh (BL),Ryan McLaren (AR),Zaheer Khan (BL),Lasith Malinga (BL),Kumar Sangakkara,Adrian Barath,Piyush Chawla,Irfan Pathan,Jean-Paul Duminy,Ambati Rayudu,Lasith Malinga,Kieron Pollard
SRH,CSK,0,0,14,33,Adam Gilchrist,MS Dhoni,55,57,Mohnish  Mishra (BT),Adam Gilchrist (WK),Tirumalasetti Suman (BT),Rohit Sharma (BT),Andrew Symonds (AR),Dwayne Smith (AR),Bodapati Sumanth (BT),RP Singh (BL),Pragyan Ojha (BL),Ryan Harris (BL),Harmeet Singh (BL),Murali Vijay (BT),Matthew Hayden (BT),Suresh Raina (BT),MS Dhoni (WK),Michael Hussey (BT),S Badrinath (BT),Ravichandran Ashwin (AR),Thilan Thushara (BL),Shadab Jakati (BL),Doug Bollinger (BL),Sudeep Tyagi (BL),Tirumalasetti Suman,Andrew Symonds,Ryan Harris,RP Singh,Suresh Raina,Murali Vijay,Ravichandran Ashwin,Suresh Raina
